label,text,len
ham,u appointment,0.033
ham,phone vibrate act hear text,0.095
spam,romantic night flight book year apply,0.095
ham, oh dear u ill feel morning think night leave sit,0.135
spam,urgent ur guarantee award unclaimed  ,0.159
ham,tot u ask cos u ba go yest yest go today go ,0.151
ham,wish family merry mas happy new year advance,0.075
spam,ur award city break win summer shopping spree store  ,0.149
ham,not get dinner wonder time,0.103
ham,sorry later,0.022
ham,not pick phone right send message,0.051
ham,know dramatic school close tomorrow apparently drive inch snow suppose,0.137
ham,get damn job hunting,0.058
ham, u drunkard hair d moment yeah tonight wat plan,0.089
ham,way twice row,0.081
ham,minute get space,0.057
ham,sleep surf,0.026
ham,thank pick trash,0.032
ham,tell friend sure want live smoke spend hour beg come smoke,0.145
ham,lovely tonight ill phone tomorrow get sing guy give card ,0.122
ham,happy new year dear brother miss get number decide send text wish happiness ,0.143
ham,mean door,0.023
ham,opinion     lovable silent character mature stylish simple reply,0.136
ham, think say hour slave late punish,0.094
ham,beerage,0.008
spam,important customer service announcement premier ,0.099
ham,not think turn like opening,0.065
ham,suppose town,0.071
ham, time fix spelling get completely word figure,0.117
spam,think live good life perfect partner age join mobile community ,0.129
spam,free polyphonic national rate tune send week text pole ,0.157
ham,gud dear nice day,0.028
ham,hope enjoy game yesterday sorry touch know fondly great week ,0.15
ham,e good ur drive,0.031
ham,u sound like c s al,0.072
ham,want scream weigh lose weight woohoo,0.07
ham,generally uncountable noun u dictionary piece research,0.094
ham,get,0.048
spam,orange customer claim free camera phone upgrade loyalty  offer end apply opt,0.16
ham,boy come,0.098
ham,u leave house,0.031
ham,minute ago,0.043
spam,chance claim ur worth discount voucher today text shop offer mobile t sub,0.152
ham, fault u listen tell u twice,0.071
spam,free week tone ur mobile week tell ur mate tone,0.162
spam,win guarantee award claim ur award free stop ,0.141
ham,k,0.025
ham,imp,0.022
ham,sure sure know be,0.048
ham,work quit,0.033
ham,take half day leave,0.044
ham,ugh bed warm,0.047
ham,,0.026
ham,ring come guy costume gift future hint hint,0.112
spam,congratulation ur award gift voucher free entry weekly draw music,0.148
ham,borrow ur bag,0.019
spam,u outbid bid visit end bid notification reply end,0.133
ham, miss happen,0.048
ham,lot one babe model help bring match,0.107
ham,bring dobby,0.038
ham,respond,0.027
ham,babe u u b  ure care,0.129
ham,good afternoon starshine  crave ache sip miss babe tease kiss,0.131
ham,road not,0.023
spam, text credit stop extra charge help,0.156
spam,moon need song ur mob tell ur tone charity poly charity poly zed profit charity,0.161
ham,good evening ,0.025
ham,bit piece ,0.042
ham,use brain dear,0.027
ham,hey get mail,0.022
ham,sorry light turn green mean friend want worth,0.098
ham,thank yesterday sir wonderful hope enjoy burial ,0.089
spam,u secret admirer reveal think u r special  opt reply reveal stop  care,0.147
ham,hi mate u nice message hello coz haven t send u age start drive stay,0.13
spam,dear voucher holder claim week offer apply stop text stop,0.152
ham,thank wit sura not pleasure company hope good give ultimatum oh  enjoy message send day ago,0.215
ham,surely result offer,0.026
ham,good morning dear great successful day,0.066
spam,want network min text new video phone pound week reply delivery tomorrow,0.149
ham,sir late pay rent past month pay charge feel inconsiderate nag great cost not speak recession will not able pay charge month ahead month end help thank,0.372
spam,try contact offer new video phone network min half price rental reply delivery d,0.155
spam,chance claim ur worth discount voucher text yes member offer mobile t sub remove x stop,0.16
ham,u u don t understand special u r re u u,0.082
ham,send comprehensive mail pay,0.073
ham,mother pass away night pray family,0.076
spam,urgent landline complimentary holiday cash await collection po box,0.153
ham,go,0.024
ham,suite decide second warning come play jay guitar impress think realize live,0.231
ham,stomach trauma swear eat well lose weight,0.087
ham,matter break,0.072
ham,yeah barely room x shoe sorry man later,0.105
spam,today offer claim ur worth discount voucher text yes member offer mobile t sub reply x,0.158
ham,u reach orchard u wan buy ticket,0.054
ham,real baby want bring inner tigress,0.058
ham,da run activate version da,0.054
ham,poor  overdose work hey careful u lot,0.118
ham,stop story tell return say order,0.088
spam,talk sexy new friend fall love world discreet text date service text meet,0.144
ham,go babe,0.029
ham,ana come morning ill office reply come home,0.136
ham,spoon,0.023
ham,somebody name,0.039
ham,work go min,0.035
ham,brother genius,0.024
ham,sorry guess hold connection maybe hour text,0.095
ham,u find time bus coz need sort stuff,0.073
ham,dude see corvette lately,0.045
spam,congratulation ur award supply virgin mystery gift guarantee,0.16
ham,consider wall bunker important play peaceful guess place high matter,0.159
spam,private account statement show un redeem point identifier code expire,0.149
spam,hello need posh bird chap user trial prod  need address dob ta r,0.134
spam,u want free text message new video phone half price line rental free find,0.154
ham,officially philosophical hole u home ready save,0.092
ham,go good problem need little experience understand customer voice,0.102
ham,text drop x,0.031
ham,ugh long day exhausted want cuddle nap,0.077
ham,talk day miss best friend world  ,0.139
spam,shop till u drop k k cash travel voucher po box cost mobile vary,0.156
ham,castor need,0.044
spam,sunshine quiz q win player u know country play mid week  tyrone,0.136
spam,u secret admirer look contact u find think ur special,0.132
spam,u secret admirer look contact u find think ur special,0.143
spam,reminder content pay   collect content,0.127
ham,know give break time lead want miss curfew go to gibe til midnight movie go to til need come home need need b ear training,0.276
ham,love massage use lot baby oil position,0.078
ham,dude sup,0.027
ham,u know change permission drive mac flash drive,0.079
ham,,0.024
ham,like talk pa able not know,0.052
ham,y dun cut short u dun like ah fail sad,0.068
ham,unbelievable,0.024
ham,know time murder exactly,0.044
ham,ask princess,0.024
ham,great princess think ,0.055
ham,nutter cutter      ie,0.062
ham,  busy   wat colour choose,0.104
ham,g class early tomorrow try smoke,0.087
ham,superb thought grateful u not u want mean u opportunity happy tomorrow u,0.15
ham,hope have good week check,0.049
ham, hope agent drop book thing year boston experiment,0.154
ham,night yeah sure thing work,0.056
spam,free wait collect simply text password verify usher ,0.125
ham,probably money worry thing come outstanding invoice work month ago,0.126
ham,possible teach ,0.043
ham,wonder phone battery go dead tell love babe,0.077
ham,lovely smell bus be tobacco,0.049
ham,get worry assume bad,0.084
ham,hey sorry late reply,0.049
spam,last win game flirt click wap bookmark text wap,0.162
ham, plus say greet speak,0.079
ham,white fudge,0.031
spam,male sale hot gay chat cheap national rate min cheap min peak stop text min,0.155
ham,love come take long leave get word ym happy sad leave miss,0.146
ham,sorry hurt,0.023
ham, feel nauseous  eat sweet week cause today plan pig diet week hungry,0.16
ham,early have project meeting,0.062
ham,da wait,0.039
ham,ask anybody chip,0.067
ham,actually send reminder today wonderful weekend,0.073
ham,people think addict wrong know addict sweet friend ,0.148
ham,hey give photo register drive ah meet,0.088
ham,not talk word,0.037
ham,u,0.023
ham,ma way school send number,0.056
ham,shall fine  ,0.053
ham,go attend round today reach home,0.073
ham,actually delete old m,0.08
ham,k wait send min,0.044
ham,diet eat slice pizza yesterday ugh diet,0.092
ham,detail,0.035
ham,oh come ah,0.023
spam,money r lucky winner claim prize text money away text rate,0.139
ham,sorry will b able u find yr term go,0.106
ham,congratulation ore mo wa enjoy wish happy moment fro,0.103
ham,shoulder,0.034
ham,time think need know near campus,0.077
spam,dear landline complimentary holiday cash await collection ,0.158
ham,dun wear jeans,0.026
ham,fever,0.047
ham,college,0.024
spam,urgent landline complimentary holiday cash await collection box,0.148
ham,well stuff like pig yesterday feel writhe pain kind,0.133
ham,sell ton coin sell coin  money life pocket,0.126
ham,lot place hospital medical place safe,0.078
spam,get touch folk wait company age opt enjoy community,0.132
ham,blow couple time recently d text blue look weed,0.116
ham,send score secondary application school think think apply research cost contact joke school expensive one,0.221
ham,not wait photo useful ,0.059
spam,ur cash balance currently pound maximize ur cash send po box,0.137
ham,hey book sit lesson go ah sit night free need meet confirm lodging,0.143
ham,ur,0.024
ham,time want come,0.038
ham,awesome know,0.042
ham,b,0.024
ham,beautiful truth gravity read carefully heart feel light feel heavy leave good night,0.159
ham,remember dobby bowl car,0.047
spam,filthy story wait,0.041
ham,sorry c ur yar poor thing night brand new room sleep,0.122
ham,love decision feeling decide love life simple magical,0.126
ham,apparently retire,0.026
ham,sort code bank reply confirm send right person,0.114
ham,,0.007
ham,u sure u sick time,0.034
spam,urgent try contact draw show win prize guarantee land line claim ,0.156
ham,watch cartoon listen music eve temple church u,0.092
ham,yo chad gymnastics class site say class,0.09
ham,,0.022
ham,well catch let ask sell,0.085
ham,sure night menu  know noon menu,0.063
ham,u want come beautiful necklace token heart wife wait till come,0.22
ham,willing aptitude class,0.041
ham,will not b try sort house,0.06
ham,yar wan c horse race today eat early eat chicken rice u,0.088
ham,awesome,0.031
ham,e shop close,0.037
ham,account number,0.028
ham,eh u send wrongly lar,0.024
ham,hey ad crap ya boggy u boring u wait til time ave ya,0.118
ham,shall talk,0.022
ham,not hesitate know time weakness like notebook eat day change day sure,0.21
ham,hey pay salary de   ,0.05
ham,month need chocolate weed alcohol,0.049
ham,start search job great potential talent,0.087
ham,reckon need town walk,0.061
spam, mobile g r  wid mate play music,0.141
ham,look time think,0.054
ham,yo guess drop,0.028
ham,say mu minute,0.049
ham,office min,0.053
ham, miss know think wait till year love kiss,0.145
ham,ubi wan look get ubi ubi tech,0.161
ham,ugh got to drive la butt sore,0.053
ham,,0.012
ham,hi m have time day party good night home tomorrow,0.142
ham, wan come come din c stripe skirt,0.073
ham,story peace love miracle blessed month ahead wish u merry,0.129
ham,number,0.033
ham,change e escalator,0.047
ham,class run water ,0.072
ham,lot happen feel quiet beth aunt work lot mo ,0.148
ham,wait bus stop aft ur lar dun c car come n pick,0.107
